fastqFileNumber,sample,bam_path,perturbation_id,locus,perturbation,marker,locus_coverage,coverage_notes,log2_length_scaled,status
107,YGL209W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_45_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
108,YGL209W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_60_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
109,YGL209W_Minimal_HisMetLeuUra_Glucose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_90_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.01,,0,0
110,YGL209W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_300_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
111,YGL209W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
112,YGL209W_Minimal_HisMetLeuUra_Glucose_2_45_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_45_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
113,YGL209W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_60_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.06,,1,0
114,YGL209W_Minimal_HisMetLeuUra_Glucose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_90_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.01,,0,0
115,YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_5,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_5.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
116,YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_5,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_5.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
117,YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_5,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_5.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
118,YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_5,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_5.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
119,YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_4.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0.55,,5.7,8
120,YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_3.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0.03,,1,0
121,YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_6,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_6.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
122,YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_6,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_6.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
123,YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_6,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_6.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0.03,,1,0
124,YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_6,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_6.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
125,YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_5,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_5.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
126,YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_4.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
127,YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0.03,,0,0
128,YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_3.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
129,YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_3.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0.05,,1,0
130,YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_3.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
131,YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_3.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
132,YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_3.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
133,YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_4.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
134,YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_Minimal_HisMetLeuUra_Glucose_2_45_none_4.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0.05,,1,0
135,YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_Minimal_HisMetLeuUra_Glucose_2_60_none_4.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0.05,,1,0
136,YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_Minimal_HisMetLeuUra_Glucose_2_90_none_4.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0.1,,1.58,0
137,YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_Minimal_HisMetLeuUra_Glucose_2_180_none_4.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0.06,,1,0
138,YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL035C_Minimal_HisMetLeuUra_Glucose_2_300_none_4.markdup.sorted.bam,geno1,YGL035C,deletion,KAN,0,,0,0
139,WT_YPD_none_Glucose_2_1440_none_10,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_YPD_none_Glucose_2_1440_none_10.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
140,WT_YPD_none_Glucose_2_1440_none_11,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/WT_YPD_none_Glucose_2_1440_none_11.markdup.sorted.bam,geno1,WT,"NA","NA",NA,,NA,0
141,YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3.markdup.sorted.bam,geno1,YKL038W,deletion,KAN,0,,0,0
142,YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_3.markdup.sorted.bam,geno1,YKL038W,deletion,KAN,0,,0,0
143,YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_2.markdup.sorted.bam,geno1,YKL038W,deletion,KAN,0.04,,1.58,0
144,YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_3.markdup.sorted.bam,geno1,YKL038W,deletion,KAN,0.02,,1,0
145,YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_3.markdup.sorted.bam,geno1,YKL038W,deletion,KAN,0,,0,0
146,YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YKL038W_Minimal_HisMetLeuUra_Glucose_2_300_none_4.markdup.sorted.bam,geno1,YKL038W,deletion,KAN,0,,0,0
147,YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_4.markdup.sorted.bam,geno1,YKL038W,deletion,KAN,0,,0,0
148,YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_4.markdup.sorted.bam,geno1,YKL038W,deletion,KAN,0,,0,0
149,YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_3.markdup.sorted.bam,geno1,YKL038W,deletion,KAN,0,,0,0
150,YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_3.markdup.sorted.bam,geno1,YKL038W,deletion,KAN,0,,0,0
151,YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YKL038W_Minimal_HisMetLeuUra_Glucose_2_180_none_4.markdup.sorted.bam,geno1,YKL038W,deletion,KAN,0,,0,0
152,YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YKL038W_Minimal_HisMetLeuUra_Glucose_2_90_none_4.markdup.sorted.bam,geno1,YKL038W,deletion,KAN,0,,0,0
153,YGL209W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_3.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
154,YGL209W_Minimal_HisMetLeuUra_Glucose_2_45_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_45_none_3.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
155,YGL209W_Minimal_HisMetLeuUra_Glucose_2_60_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_60_none_3.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.34,,3.17,8
156,YGL209W_Minimal_HisMetLeuUra_Glucose_2_90_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_90_none_3.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
157,YGL209W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_180_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
158,YGL209W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_300_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
159,YGL209W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_4.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
160,YGL209W_Minimal_HisMetLeuUra_Glucose_2_45_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_45_none_4.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.13,,1.58,0
161,YGL209W_Minimal_HisMetLeuUra_Glucose_2_60_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_60_none_4.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
162,YGL209W_Minimal_HisMetLeuUra_Glucose_2_90_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_90_none_4.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.32,,2.58,8
163,YGL209W_Minimal_HisMetLeuUra_Glucose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_180_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.06,,1,0
164,YGL209W_Minimal_HisMetLeuUra_Glucose_2_300_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_300_none_3.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0,,0,0
165,YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_6,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_6.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0.66,,6.13,8
166,YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_5,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_5.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0.89,,7.17,8
167,YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YKL038W_Minimal_HisMetLeuUra_Glucose_2_60_none_4.markdup.sorted.bam,geno1,YKL038W,deletion,KAN,0,,0,0
168,YGL209W_Minimal_HisMetLeuUra_Glucose_2_180_none_3,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_180_none_3.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.07,,1,0
169,YGL209W_Minimal_HisMetLeuUra_Glucose_2_180_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_180_none_4.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.06,,0,0
170,YGL209W_Minimal_HisMetLeuUra_Glucose_2_300_none_4,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_Minimal_HisMetLeuUra_Glucose_2_300_none_4.markdup.sorted.bam,geno1,YGL209W,deletion,KAN,0.2,,2,0
171,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",0,,0,0
171,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.98,,8.34,8
172,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",0,,0,0
172,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.63,,5.52,8
173,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",0.27,,2.32,8
173,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.55,,4.86,8
174,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",0,,0,0
174,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_30_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.32,,3.91,8
175,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",0.07,,1,0
175,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.52,,5.13,8
176,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",0.47,,3.32,8
176,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_45_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.49,,4.95,8
177,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",1,,8.59,8
177,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.49,,4.91,8
178,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",0.07,,1,0
178,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_60_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.5,,5.09,8
179,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",0,,0,0
179,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.56,,5.09,8
180,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",0,,0,0
180,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_90_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.63,,5.55,8
181,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",0.07,,1,0
181,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.53,,5.09,8
182,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",0.07,,1,0
182,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_180_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.54,,5.52,8
183,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_1.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",0.07,,1,0
183,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_1.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.75,,6.07,8
184,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_2.markdup.sorted.bam,geno1,YGL209W,deletion,"NAT",0,,0,0
184,YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YGL209W_YBR033W_Minimal_HisMetLeuUra_Glucose_2_300_none_2.markdup.sorted.bam,geno2,YBR033W,deletion,KAN,0.52,,4.95,8
185,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
185,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,HYG,0,,0,0
186,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
186,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_0.001_-1_none_2.markdup.sorted.bam,geno2,YKL038W,deletion,HYG,0,,0,0
187,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_1.markdup.sorted.bam,geno1,YBR033W,deletion,KAN,0,,0,0
187,YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_1,/mnt/htcf_scratch/chasem/eds1/results/star_salmon/YBR033W_YKL038W_Minimal_HisMetLeuUra_Glucose_2_45_none_1.markdup.sorted.bam,geno2,YKL038W,deletion,HYG,0,,0,0
